Sample,Year,Area,Easting,Northing,Temperature,pH,O2,HCO3-,Fe+2,HS-,SiO2,Li+,Na+,NH4+,K+,Mg+2,Ca+2,F-,Cl-,NO2-,Br-,NO3-,SO4-2,HPO4-2,H2,CH4,CO
190727VL,2019.0,Rabbit Creek,515179.0,4928387.0,91.1,2.843,1.5625e-06,0.00011032755,3.9928379588182624e-05,3.638284138254797e-05,0.0045938748335552,1.410387552225904e-05,0.0016483121252762,0.0002110379711751,0.0005549447162664,7.898786257971612e-06,7.582015070612305e-05,0.0001792452631578,4.063370944992948e-05,BDL,BDL,5.9719473783523565e-06,0.0030235311263793,BDL,1.8507237513926088e-08,4.285131782593719e-08,1.1841454686583609e-07
190727VN,2019.0,Rabbit Creek,515127.22,4928573.51,88.1,4.687,1.25e-06,0.0009391783208333,2.0769919427036703e-05,5.54544921072707e-06,0.0032623169107856,3.011813859674399e-06,0.0005107532833409,6.610060975609756e-05,0.0003267810876687,9.371939930055545e-06,6.51530765008234e-05,4.5365e-05,9.646685472496472e-06,2.8583849581567218e-08,BDL,1.7877619349438512e-07,0.0005233323964189,1.188252463373184e-06,BDL,2.323676362966136e-07,4.998639471081952e-08
190727VP,2019.0,Rabbit Creek,515124.85,4928582.47,79.4,6.623,2.978125e-05,0.0010062452625,BDL,4.987970189542867e-07,0.0032623169107856,9.312058781155451e-06,0.0010638680188565,1.3043237250554323e-06,0.0002325111321975,2.1139683192758693e-06,1.552335445880533e-05,8.394763157894737e-05,1.55015514809591e-05,8.626453646342788e-06,BDL,8.183224229052865e-07,0.0002164067770143,2.855070052668488e-07,2.6174542915159054e-08,1.4157995515967749e-07,4.8070121995636164e-08
190721VQ,2019.0,Washburn Springs,545086.43,4956977.47,86.6,6.287,1.1875e-06,0.0015547135333333,1.790510295434199e-07,2.860747608708409e-05,0.0041028628495339,1.25111655381069e-05,0.0019217722457324,0.0212570676274944,0.0004872296237943,2.959637934581362e-05,0.0002700825889515,4.125105263157895e-05,1.085839210155148e-05,BDL,BDL,BDL,0.0098264772017489,BDL,4.702549883835592e-08,2.311306886560542e-06,1.653232947849258e-07
190721VR,2019.0,Washburn Springs,545080.15,4956995.75,65.7,5.987,2.78125e-06,0.005491911675,5.371530886302595e-07,0.0001032803239246,0.0025299600532623,3.400086442875667e-07,0.001172901302314,0.0276803215077605,0.0002666642795211,0.0004571244599876,0.0006465352562503,3.6357894736842097e-06,BDL,BDL,BDL,BDL,0.0118695906204455,7.939758706305266e-07,4.935696489020152e-08,1.498887859795572e-05,2.3859211141977217e-07
190721VS,2019.0,Washburn Springs,545103.24,4956979.97,88.9,6.218,8.4375e-07,0.0012157030416666,7.162041181736796e-07,0.0002200575083621,0.0029377496671105,3.111943523987898e-07,0.0012631436183634,0.0479016999213,0.0005580682536069,0.0006996811355688,0.0011061113329008,2.3133157894736843e-05,5.165021156558533e-07,BDL,BDL,BDL,0.0232552779512804,1.4411443866258686e-05,2.6478158187927466e-08,1.5808687561205569e-06,2.992592409962743e-07
190721VT,2019.0,Washburn Springs,545096.9,4956968.47,83.9,5.979,1.25e-06,0.0016883506666666,3.581020590868398e-07,0.0002094947479608,0.0029211051930758,2.838207751044518e-07,0.001187194616875,0.0406046008869179,0.0005166802648708,0.0006552141534663,0.0009493308049303,2.671052631578947e-05,2.928067700987306e-07,BDL,BDL,BDL,0.0195757052883614,3.220817003855898e-05,1.2785484639836298e-07,2.0744530396489507e-06,1.751332709423948e-07
190729VX,2019.0,Washburn Springs,545123.06,4957224.0,70.6,3.04,1.875e-06,0.0003371706666666,0.0002327663384064,9.682530367936152e-06,0.0050515978695073,5.662008356144646e-07,0.0008226185308778,0.0572458425663374,0.0002093131926452,0.0005419711993416,0.000514091521533,7.925842105263158e-05,BDL,7.249212042169328e-08,BDL,BDL,0.0279099833437434,3.1046188642054344e-07,2.2826128417058344e-08,5.848186359087322e-06,9.228448290807677e-08
190729VZ,2019.0,Washburn Springs,545120.32,4957208.35,81.3,5.842,4.15625e-06,0.0007323440541666,1.790510295434199e-07,3.110146118185552e-05,0.0029627163781624,BDL,0.0001294523663982,0.014500923872295,7.324589560159903e-05,1.1205101830898994e-05,2.596012775088577e-05,3.871578947368421e-06,1.1442172073342737e-05,BDL,BDL,5.61326604832844e-07,0.0058143306266916,0.0003449217343326,1.0344862077223693e-08,3.966232257405717e-06,5.363317782957567e-08
190718ZC,2019.0,Sentinel Meadows,510707.73,4935151.23,78.8,7.875,1.884375e-05,0.0056332244,BDL,2.9341001114958045e-06,0.005525965379494,0.000333475723959,0.0130065610225634,9.029933481152992e-07,0.0003167195248898,6.75992594116437e-07,1.2258470981585907e-05,0.0012627729768529,0.0065319958720505,BDL,9.093850120144174e-06,BDL,0.0001796186237768,9.421204699520064e-06,1.2899395905174858e-07,6.716924913082061e-08,8.265667575804546e-08
190718ZD,2019.0,Sentinel Meadows,510699.63,4935142.25,81.5,4.572,5.2500000000000006e-06,0.0004132750916666,1.7905102954341989e-06,0.0002332609588639,0.0044107856191744,0.0002519925082841,0.0092121340312593,0.0002069894678492,0.0002300116629111,8.015428924089692e-06,2.79183092968711e-05,0.0008346250903061,0.004396985915916,7.347027497011194e-08,6.933570284341209e-06,4.715514419021722e-06,0.00263878740229,9.110111043956391e-06,7.179333287211649e-09,1.745077639936928e-08,1.600442663770408e-07
190719ZF,2019.0,Crater Hills,541088.31,4944727.42,52.5,3.23,0.0001203125,0.0004607546666666,1.1101163831692032e-05,1.49639105686286e-06,0.0083055925432756,0.0009591593430341,0.0261633265333455,0.0008715169991737,0.0036481125774199,3.272927381197284e-05,0.0001744631718149,0.0021102631578947,0.0224988772919605,BDL,2.8804440328394075e-05,2.611890350601324e-07,0.0057516968561315,1.3706758034524078e-06,5.968576304081355e-08,1.1207659174534231e-08,3.337570365767861e-07
190719ZI,2019.0,Crater Hills,541018.37,4944795.09,83.4,2.24,7.21875e-06,0.0004591851333333,8.952551477170994e-07,7.804706296578839e-05,0.0030292942743009,7.592565912692696e-07,5.276716786497508e-05,2.430709534368072e-06,5.010921190946921e-05,4.638346019337584e-06,1.2789809870752032e-05,0.0001072210526315,2.210705218617772e-05,BDL,BDL,1.144828876427508e-06,0.0053168410368519,8.581530860869694e-07,4.236987088214133e-08,3.6364055798381125e-09,5.976819215765904e-08
190728VU,2019.0,Forest Springs,541750.9,4950856.78,78.2,2.37,1.459375e-05,0.0005141236083333,4.6732318710832586e-05,1.0416055395810104e-05,0.0020888814913448,1.4997838928108342e-06,0.0001005227586236,0.004658453436807,0.0002398173322113,3.053548652540629e-05,2.741815958880184e-05,9.994999999999998e-06,1.8516220028208744e-06,BDL,BDL,BDL,0.0082306149802206,BDL,2.460163192811844e-08,1.0720563904302848e-08,4.5347181897553146e-08
190724VA,2019.0,Seven Mile Hole,546138.36,4955511.23,73.4,8.057,NM,0.0027037365416666,BDL,5.23736869902001e-05,0.0064580559254327,0.0005207426883734,0.0167154245873457,4.087860310421286e-05,0.0014321941107413,BDL,1.3700783472229152e-05,0.0006511907894736,0.0115311389280677,BDL,1.7558445134160994e-05,BDL,0.0011179757443264,BDL,9.098618345836109e-08,6.789284394187104e-08,7.9552104171946e-08
210720SW,2021.0,GOPA,544531.47,4939784.44,69.3,6.48,1.25e-05,0.0039642899058042,BDL,2.053870078047063e-07,0.004668774966711,3.135499207606973e-05,0.0026032782960828,1.1628880266075388e-05,0.0005351433438282,0.0002944877597202,0.0003626296222366,0.0003174436842105,0.0017975739069111,BDL,2.01886013215859e-06,2.39013368298312e-07,0.0003533031959192,2.090350358107809e-05,NM,NM,NM
210725SQ,2021.0,GOPA,544492.18,4939791.21,79.3,5.84,7.5e-05,0.0014924334083333,1.790510295434199e-07,5.897541224106566e-06,0.0056008655126498,0.0002828475723959,0.0118022209526158,1.225970066518847e-05,0.0010684490118496,3.159329356099568e-05,0.0001360593093467,0.0006803992105263,0.0081986610310296,3.804695141832409e-08,1.0562988085702844e-05,1.720105991623243e-06,0.0022107663413491,BDL,NM,NM,NM
210721TS,2021.0,Sylvan Springs,518580.08,4949717.31,63.6,7.124,6.875e-05,0.0076456065627737,BDL,6.3083152397159785e-06,0.0070073235685752,0.0007624398501656,0.013753483125472,0.0001285532150776,0.0006535339132391,1.385723102242337e-06,0.0001254340286441,0.0008001842105263,0.0066010098730606,2.086729703293121e-07,9.894873848618342e-06,BDL,0.002224508640433,9.034825221066554e-05,4.857935341230587e-08,1.6383065049598404e-08,3.182804120667129e-08
210727TT,2021.0,Sylvan Springs,518443.63,4949602.38,41.0,6.872,0.0001478125,8.677573333333333e-05,1.969561324977619e-06,3.227510122645385e-07,0.0090545938748335,0.0010232941939201,0.0140972200894298,8.277355875831486e-05,0.0009487954719258,3.620037029417816e-06,0.0001781655771246,0.0008566754387678,0.0137929901296979,BDL,2.4330696836203448e-05,BDL,0.0019279330630547,6.7868326675188526e-06,BDL,3.1583363720705822e-09,2.106108855849164e-08
210727TU,2021.0,Sylvan Springs,518400.83,4949582.57,40.0,2.71,8.15625e-06,0.0006409574149834,6.535362578334826e-05,1.1002875418109264e-05,0.0077396804260985,0.0002311115113096,0.0075066435001811,3.239218403547672e-05,0.0012992793804334,4.103168072413083e-05,0.000253690927691,0.0001736513157894,0.0038538952950062,1.662223415280948e-07,6.710615238285943e-06,5.544723078337358e-07,0.0052053564857135,1.913254937802328e-05,8.034015649671545e-09,4.8971070676294655e-08,7.293984564987864e-08
210726SX,2021.0,Geyser Creek,521591.0,4948273.0,70.0,7.275,5.65625e-05,0.0023145735006896,7.162041181736796e-07,2.0832110791620208e-06,0.0041777629826897,0.0004411878691831,0.013421500668406,1.5339246119733928e-05,0.0005778490369146,6.273606253857231e-06,0.0001104116971904,0.0010340086842105,0.0120446995768688,2.6518856646016737e-07,1.5689452342811376e-05,1.671158247170788e-06,0.0010380791172184,2.571511002259628e-05,NM,NM,NM
210726SY,2021.0,Geyser Creek,521520.3,4948218.5,79.0,8.347,2.321875e-05,0.0046852674921987,BDL,3.271521624317821e-05,0.0049267643142476,0.0004646088459876,0.0207970771694139,2.469512195121952e-06,0.0005494021479194,1.8308989919769595e-06,1.380982084934378e-05,0.0009997368421052,0.0111693494358251,BDL,2.0720301862234683e-05,8.456589721134943e-07,0.0011421247137205,6.326246638461683e-05,NM,NM,NM
210726SZ,2021.0,Geyser Creek,521530.95,4948280.81,82.2,7.49,1.265625e-05,0.0020616168623239,BDL,3.374215128220175e-06,0.0040113182423435,0.0003791182826682,0.011780383700245,2.497838137472284e-05,0.0004144996073998,3.495371322773092e-06,2.0479689605269723e-05,0.0004723265789473,0.0068821043723554,8.86860123899576e-08,8.834100921105329e-06,2.841710897042008e-07,0.0023898532167395,1.2198409205297593e-07,NM,NM,NM
210718TJ,2021.0,Calcite Springs,547774.36,4972910.09,45.0,6.407,5.6875e-05,0.0038545001175299,2.506714413607878e-05,1.379027052403028e-05,0.003462050599201,0.0002468988618354,0.0067753915883191,0.0012390417128603,0.0019231756879455,0.0008062838922032,0.0015394863765656,0.0001919231578947,0.0057198735699306,1.9379768829040321e-07,9.907201141369645e-06,BDL,0.0033072690509228,3.940470499539861e-05,7.196744095437921e-10,3.423930059435802e-07,BDL
210715TC,2021.0,Norris Geyser Basin,523030.0,4952607.0,88.8,3.095,1.21875e-05,3.596019979400792e-05,9.847806624888092e-05,1.7604600668974828e-07,0.0076897470039946,0.0002771855640397,0.0069208829371012,0.0001278555986696,0.0013983179575582,1.9185558527052048e-05,9.555579120714608e-05,4.520105263157895e-05,0.0077022679830747,BDL,1.4128704445334404e-05,BDL,0.002283881948782,3.4608313660744182e-06,1.4349750033747886e-08,3.60161708698633e-08,6.907992681380787e-08
210722TX,2021.0,Norris Geyser Basin,523029.6,4953368.93,72.5,3.165,5.875e-05,4.831610658687467e-05,2.596239928379588e-05,9.095710345636992e-06,0.009254327563249,0.0002261504106036,0.0050101117805924,7.96319290465632e-05,0.0008603770496415,4.286566550092574e-06,3.802335445880533e-05,7.683815789473683e-05,0.0061992831647769,8.055390397130745e-08,1.1787144573488188e-05,3.3053032905463924e-06,0.0009306818134499,1.343035903440404e-07,8.537834802825201e-09,8.776729307163209e-08,6.15943171365892e-08
210716SE,2021.0,Rabbit Creek,515070.67,4929553.6,74.6,8.541,4.15625e-05,0.0030057693840284,1.790510295434199e-07,2.640690100346224e-07,0.0043941411451398,0.0006139533208471,0.013366793727308,3.636363636363637e-07,0.0002663335746055,BDL,1.360135236289236e-05,0.0012562903227314,0.0076568633704988,9.085968916422128e-08,1.0607478974769723e-05,3.798086925388155e-07,0.0002608061107641,1.96738175914012e-06,2.2009236188481607e-08,1.0227029001064067e-08,6.837341419414811e-08
210716SG,2021.0,Rabbit Creek,515111.22,4929727.14,66.4,3.884,2.41875e-05,0.0005063039833333,BDL,3.520920133794965e-07,BDL,1.6424146376602795e-06,0.0002091621712249,5.387749445676275e-05,0.0001482113033047,4.216004937255709e-06,1.607989420629772e-05,1.575763157894737e-05,7.932016925246826e-06,BDL,BDL,4.1351570601678253e-07,0.0003370335207162,BDL,9.328340789697665e-08,9.867224180599892e-09,7.217311695113003e-07
210716TG,2021.0,Rabbit Creek,515163.73,4928493.39,92.3,7.705,1.259375e-05,0.0020260925601597,1.790510295434199e-07,1.232322046828238e-06,0.0030792276964047,1.5965278778274025e-05,0.0024934397992428,6.625831485587583e-06,0.0003256991991979,2.4048549681135573e-07,2.270547432506612e-05,0.0002492326315789,3.8254866008462624e-05,4.1734594065862416e-08,BDL,BDL,0.0001582492712887,5.426896939499681e-07,7.091041289437617e-09,7.175291352122472e-08,4.337638058711964e-08
210716TH,2021.0,Rabbit Creek,515128.45,4928547.59,72.1,4.392,7.21875e-06,0.0020912648685199,7.699194270367055e-06,8.215480312188252e-07,0.0080143142476697,2.1963693992220144e-06,0.0004895418914387,4.148808203991131e-05,0.0003287868014721,1.0031475005142974e-05,5.415913967762861e-05,4.4745e-05,8.337940761636107e-06,BDL,BDL,1.761957522711915e-07,0.0004617136685404,6.836795077254837e-07,5.18221720585292e-11,2.222238016369372e-06,2.1176948545228585e-08
210720TN,2021.0,Rabbit Creek,514756.0,4928884.0,88.5,7.736,5.84375e-06,0.0062047916554672,1.432408236347359e-05,4.2544451616689164e-06,0.0073152463382157,0.0006195641838351,0.0137253575710134,1.0778824833702885e-06,0.000320454725653,BDL,2.3115050651230106e-05,0.0011768,0.0066482764456981,3.78219758721878e-08,8.96350620744894e-06,BDL,0.0001190698521757,BDL,2.944526616785787e-08,1.8657618775236739e-07,1.1455947497492334e-09
210724TB,2021.0,Sentinel Meadows,511117.0,4934622.0,71.7,8.276,5.375e-05,0.0028327128802487,1.611459265890779e-06,6.220292236371105e-06,0.0145639147802929,0.0002386320414925,0.0134382747993301,3.3647450110864745e-07,0.0002693238580705,BDL,8.487948500424172e-06,0.0014251726973684,0.0073478380641748,BDL,1.0458925710853023e-05,2.696561078237365e-07,0.0001788692483864,2.4767930134756355e-05,1.6052919886192328e-08,1.3730566458140926e-07,5.1285082941585e-08
210724TD,2021.0,Sentinel Meadows,510707.73,4935151.23,70.8,8.051,6.281249999999999e-05,0.0053627917849832,5.371530886302595e-07,1.437709054632944e-06,0.008022636484687,0.0003198688949719,0.0129296536237249,8.644678492239467e-07,0.0003059158582342,BDL,1.0197240381256549e-05,0.0014258226315789,0.0067100598025387,BDL,8.844801261513816e-06,6.910744150865496e-07,0.0001663766396002,9.012292121628197e-06,1.2438025303882925e-08,3.5037616071856626e-08,6.793693664777824e-08
210724SI,2021.0,White Creek,516696.693,4930720.128,81.0,5.977,2.7875e-05,0.0035723572521799,5.371530886302595e-07,6.455020245290769e-07,0.0034870173102529,2.7237429765163524e-05,0.0016713130089267,2.9323725055432375e-07,0.0003390337943081,9.539806624151409e-06,0.0002738484954339,0.0004140755263157,0.0010562574047954,2.2769264210411917e-07,1.359944433319984e-06,1.7845363834148597e-07,0.0002302478138663,BDL,NM,NM,NM
210724SK,2021.0,White Creek,516061.2252,4931216.571,75.0,8.23,9.375e-06,0.0051988786296187,BDL,1.1736400445983217e-07,0.0043608521970705,0.000440969600922,0.0117011977539719,8.051552106430155e-07,0.00034514927759,BDL,1.4398922101901291e-05,0.0011629465708565,0.0071650574852859,2.712748614281056e-07,9.812587605126153e-06,2.973958509730683e-07,0.0001953305746408,4.304453761869363e-07,NM,NM,NM
210724SL,2021.0,White Creek,516061.2252,4931216.571,80.9,8.12,1.875e-05,0.0051599765230513,1.969561324977619e-06,4.107740156094126e-07,0.0038199067909454,0.0004679592277769,0.0123043537347667,9.393015521064304e-07,0.0003703162285828,4.488788315161489e-07,1.2491516542741653e-05,0.0011517911716152,0.0070859320268751,2.0476035213563745e-07,9.67241940328394e-06,5.939046752756637e-07,0.0001901861336664,5.973377248308438e-07,NM,NM,NM
210730TA,2021.0,Josephs Coat,553109.21,4954032.18,85.7,7.141,2.75e-06,0.001000206606494,2.3276633840644587e-06,6.455020245290769e-05,0.0025965379494007,6.649402103443307e-05,0.0025053889188708,0.003110372782705,0.0009261506254747,3.673359391071797e-05,0.0007053030340835,0.0002236828947368,3.7277574047954864e-05,7.743723508314315e-08,BDL,BDL,0.0034248945971267,4.997167568341627e-05,7.407638965265289e-08,1.2856702863139346e-07,6.365551174219009e-08
080724E,2008.0,Rabbit Creek,515058.39,4929576.94,85.6,8.88,1.309375e-05,0.0018199999999999,5.371530886302595e-07,1.5550730590927763e-06,0.0047603195739014,0.0006096846530759,0.0156568,BDL,0.0002572289284188,BDL,BDL,0.0017776578947368,0.0095764400564174,BDL,9.089657589106928e-06,BDL,0.0002923079325421,BDL,NM,NM,NM
080728R,2008.0,Sylvan Springs,518432.54,4949133.99,67.2,5.75,NM,0.00089,BDL,2.215245584179332e-05,0.0032623169107856,3.061023757383662e-05,0.00206941,BDL,0.0004124990042789,BDL,0.0002010487549278,0.0004013105263157,5.08885754583921e-05,BDL,BDL,BDL,0.001119706433479,BDL,NM,NM,NM
080728UU,2008.0,Sylvan Springs,518408.75,4949163.66,79.7,5.78,NM,0.0009599999999999,BDL,2.758054104806056e-05,0.0047686418109187,0.0001145549997838,0.00626193,BDL,0.0003698581261589,BDL,0.0001875110097185,0.0006906315789473,0.0031339590973201,BDL,BDL,BDL,0.0015233166770768,BDL,NM,NM,NM
080728WW,2008.0,Sylvan Springs,518394.97,4949122.73,85.5,6.444,NM,0.00183,BDL,3.066134616513115e-05,0.0054177762982689,0.0001587868603947,0.00784309,BDL,0.0003492885933659,BDL,0.0001913221088377,0.0008756947368421,0.0046327108603667,BDL,BDL,BDL,0.0010373454091193,BDL,NM,NM,NM
110713V,2011.0,GOPA,544678.49,4939923.48,35.5,5.399,7.5e-05,0.0106195232958333,7.341092211280214e-06,1.006396338243061e-05,0.0016561251664447,4.800145288863277e-05,0.00196904,2.800443744456763e-05,0.0004493372897159,0.0002856446295001,0.0004868996546609,0.000254947368421,0.001052186177715,1.04336485164656e-07,1.501802162595114e-06,4.338366806494326e-06,0.0007370393504059,7.475934860389548e-07,NM,NM,NM
110715U,2011.0,Sylvan Springs,518350.0,4949524.0,79.4,5.118,1.875e-05,0.0035148619,5.371530886302595e-07,5.281380200692447e-06,0.0093708388814913,0.0008907189367526,0.0143306,8.302761345158925e-05,0.0011773792372899,BDL,0.0002897679496648,0.0009278947368421,0.0128349788434414,BDL,1.9523428113736484e-05,BDL,0.0015282115344576,BDL,NM,NM,NM
130712TK,2013.0,Norris Geyser Basin,522943.09,4952778.15,67.1,2.746,9.6875e-05,3.61201e-05,2.1486123545210385e-05,1.499325156974356e-05,0.007914447403462,0.0003726847716467,0.00645602,0.0001376593680709,0.0020988603085044,2.628677226908044e-05,0.000190424547133,8.182e-05,0.0068628929478138,BDL,1.164516169403284e-05,7.759064202990409e-07,0.0027175980116593,BDL,NM,4.822891730022307e-09,1.8809908427903217e-07
130717TO,2013.0,Shoshone Geyser Basin,515983.03,4911234.39,75.4,6.545,5.59375e-06,0.00728191705,5.371530886302595e-07,1.094419341587935e-05,0.0045772303595206,0.0002222496758392,0.0108272,1.1548410938654844e-05,0.000365685720351,4.87965439210039e-07,1.1262163780627776e-05,0.0010064517543859,0.0046208039492242,BDL,6.121971365638767e-06,3.029599273605796e-07,0.0004214022485946,9.76873037567099e-07,NM,3.4444741152799605e-06,NM
060804B,2006.0,GOPA,544533.85,4939790.32,54.9,5.9,0.000215625,0.004047901275,5.371530886302595e-07,5.633472214071944e-06,0.0036451398135818,5.762858377755367e-05,0.0041348827819888,8.869179600886918e-06,0.0007332799635789,0.0007986011108825,0.0010010479564848,0.0003469210526315,0.00324352,BDL,1.276531838205847e-06,BDL,0.0017949260878617,4.783545362077425e-06,NM,NM,NM
